PDB_ID,Method,Resolution
3OA1,X-RAY DIFFRACTION,2.2
3OA7,X-RAY DIFFRACTION,2.3
3OA9,X-RAY DIFFRACTION,2.9
3ODU,X-RAY DIFFRACTION,2.5
3OE8,X-RAY DIFFRACTION,3.1
3OE9,X-RAY DIFFRACTION,3.1
3OGP,X-RAY DIFFRACTION,1.7
3OGQ,X-RAY DIFFRACTION,1.8
3OK9,X-RAY DIFFRACTION,1.27
3OL6,X-RAY DIFFRACTION,2.3
3OL7,X-RAY DIFFRACTION,2.4
3OL8,X-RAY DIFFRACTION,2.4
3OL9,X-RAY DIFFRACTION,2.1
3OLA,X-RAY DIFFRACTION,2.35
3OLB,X-RAY DIFFRACTION,2.1
3ON9,X-RAY DIFFRACTION,1.57
3ONA,X-RAY DIFFRACTION,2.6
3ONU,X-RAY DIFFRACTION,1.4
3ONY,X-RAY DIFFRACTION,1.85
3OQ3,X-RAY DIFFRACTION,2.1
3OS0,X-RAY DIFFRACTION,2.81
3OS1,X-RAY DIFFRACTION,2.97
3OS2,X-RAY DIFFRACTION,3.32
3OTS,X-RAY DIFFRACTION,1.7
3OTY,X-RAY DIFFRACTION,1.75
3OU1,X-RAY DIFFRACTION,1.8
3OU3,X-RAY DIFFRACTION,1.7
3OU4,X-RAY DIFFRACTION,1.6
3OUA,X-RAY DIFFRACTION,1.6
3OUB,X-RAY DIFFRACTION,1.4
3OUC,X-RAY DIFFRACTION,2.0
3OUD,X-RAY DIFFRACTION,1.8
3OUO,X-RAY DIFFRACTION,2.3
3OV9,X-RAY DIFFRACTION,1.6
3OVN,X-RAY DIFFRACTION,1.95
3OWG,X-RAY DIFFRACTION,2.85
3OX8,X-RAY DIFFRACTION,2.1
3OXC,X-RAY DIFFRACTION,1.16
3OXR,X-RAY DIFFRACTION,1.67
3OXS,X-RAY DIFFRACTION,1.7
3OXV,X-RAY DIFFRACTION,1.75
3OXW,X-RAY DIFFRACTION,1.95
3OXX,X-RAY DIFFRACTION,1.65
3OY4,X-RAY DIFFRACTION,1.76
3OY9,X-RAY DIFFRACTION,2.55
3OYA,X-RAY DIFFRACTION,2.646
3OYB,X-RAY DIFFRACTION,2.54
3OYC,X-RAY DIFFRACTION,2.66
3OYD,X-RAY DIFFRACTION,2.54
3OYE,X-RAY DIFFRACTION,2.74
3OYF,X-RAY DIFFRACTION,2.51
3OYG,X-RAY DIFFRACTION,2.56
3OYH,X-RAY DIFFRACTION,2.74
3OYI,X-RAY DIFFRACTION,2.72
3OYJ,X-RAY DIFFRACTION,2.68
3OYK,X-RAY DIFFRACTION,2.72
3OYL,X-RAY DIFFRACTION,2.54
3OYM,X-RAY DIFFRACTION,2.02
3OYN,X-RAY DIFFRACTION,2.68
3P05,X-RAY DIFFRACTION,2.5
3P0G,X-RAY DIFFRACTION,3.5
3P30,X-RAY DIFFRACTION,3.3
3P31,X-RAY DIFFRACTION,2.45
3P38,X-RAY DIFFRACTION,2.76
3P39,X-RAY DIFFRACTION,3.14
3P54,X-RAY DIFFRACTION,2.097
3P8N,X-RAY DIFFRACTION,1.9
3P8O,X-RAY DIFFRACTION,2.3
3P8Z,X-RAY DIFFRACTION,1.7
3P97,X-RAY DIFFRACTION,1.7
3P9A,X-RAY DIFFRACTION,1.75
3PA1,X-RAY DIFFRACTION,1.48
3PA2,X-RAY DIFFRACTION,1.48
3PBL,X-RAY DIFFRACTION,2.9
3PHE,X-RAY DIFFRACTION,2.2
3PHF,X-RAY DIFFRACTION,3.5
3PHW,X-RAY DIFFRACTION,2.0
3PHX,X-RAY DIFFRACTION,1.6
3PMK,X-RAY DIFFRACTION,3.03
3PRP,X-RAY DIFFRACTION,1.699
3PSE,X-RAY DIFFRACTION,2.3
3PTO,X-RAY DIFFRACTION,3.0
3PTX,X-RAY DIFFRACTION,3.0
3PU0,X-RAY DIFFRACTION,3.09
3PU1,X-RAY DIFFRACTION,3.14
3PU4,X-RAY DIFFRACTION,3.0
3PUM,X-RAY DIFFRACTION,2.25
3PUN,X-RAY DIFFRACTION,2.05
3PVD,X-RAY DIFFRACTION,1.9
3PWM,X-RAY DIFFRACTION,1.46
3PWR,X-RAY DIFFRACTION,1.45
3PWU,X-RAY DIFFRACTION,1.899
3PWV,X-RAY DIFFRACTION,2.696
3Q0Z,X-RAY DIFFRACTION,2.29
3Q38,X-RAY DIFFRACTION,1.28
3Q39,X-RAY DIFFRACTION,1.25
3Q3A,X-RAY DIFFRACTION,1.4
3Q6Q,X-RAY DIFFRACTION,1.43
3Q6R,X-RAY DIFFRACTION,1.4
3QAA,X-RAY DIFFRACTION,1.4
3QAY,X-RAY DIFFRACTION,1.87
3QBF,X-RAY DIFFRACTION,1.45
3QEI,X-RAY DIFFRACTION,2.178
3QEP,X-RAY DIFFRACTION,1.8
3QER,X-RAY DIFFRACTION,1.96
3QES,X-RAY DIFFRACTION,1.98
3QET,X-RAY DIFFRACTION,2.08
3QEV,X-RAY DIFFRACTION,1.77
3QEW,X-RAY DIFFRACTION,1.84
3QEX,X-RAY DIFFRACTION,1.73
3QGD,X-RAY DIFFRACTION,2.6
3QGE,X-RAY DIFFRACTION,3.0
3QGF,X-RAY DIFFRACTION,2.45
3QGG,X-RAY DIFFRACTION,3.25
3QID,X-RAY DIFFRACTION,2.5
3QIH,X-RAY DIFFRACTION,1.39
3QIP,X-RAY DIFFRACTION,2.0926
3QLH,X-RAY DIFFRACTION,2.7
3QN8,X-RAY DIFFRACTION,1.38
3QNN,X-RAY DIFFRACTION,1.92
3QNO,X-RAY DIFFRACTION,1.88
3QO9,X-RAY DIFFRACTION,2.6
3QP0,X-RAY DIFFRACTION,1.45
3QPJ,X-RAY DIFFRACTION,1.61
3QPR,X-RAY DIFFRACTION,5.2
3QQ3,X-RAY DIFFRACTION,2.5
3QQ4,X-RAY DIFFRACTION,2.097
3QQB,X-RAY DIFFRACTION,1.97
3QQE,X-RAY DIFFRACTION,2.1
3QQI,X-RAY DIFFRACTION,1.65
3QQO,X-RAY DIFFRACTION,2.9
3QR7,X-RAY DIFFRACTION,0.94
3QRM,X-RAY DIFFRACTION,1.73
3QRO,X-RAY DIFFRACTION,1.616
3QRS,X-RAY DIFFRACTION,1.59
3QUK,X-RAY DIFFRACTION,2.4
3QUL,X-RAY DIFFRACTION,2.0
3QZW,X-RAY DIFFRACTION,2.798
3QZY,X-RAY DIFFRACTION,2.14
3R0W,X-RAY DIFFRACTION,1.7
3R0Y,X-RAY DIFFRACTION,1.65
3R2X,X-RAY DIFFRACTION,3.1
3R3L,X-RAY DIFFRACTION,2.44
3R4B,X-RAY DIFFRACTION,1.9
3R66,X-RAY DIFFRACTION,2.3
3RBB,X-RAY DIFFRACTION,2.35
3RDP,X-RAY DIFFRACTION,2.8
3REA,X-RAY DIFFRACTION,2.0
3REB,X-RAY DIFFRACTION,3.45
3REW,X-RAY DIFFRACTION,1.9
3RJQ,X-RAY DIFFRACTION,2.601
3RKC,X-RAY DIFFRACTION,1.79
3RKD,X-RAY DIFFRACTION,1.9
3RKI,X-RAY DIFFRACTION,3.2
3RL1,X-RAY DIFFRACTION,2.0
3RL2,X-RAY DIFFRACTION,2.386
3RMA,X-RAY DIFFRACTION,2.84
3RMB,X-RAY DIFFRACTION,2.65
3RMC,X-RAY DIFFRACTION,3.0
3RMD,X-RAY DIFFRACTION,2.98
3RO5,X-RAY DIFFRACTION,2.66
3ROL,X-RAY DIFFRACTION,2.6
3ROO,X-RAY DIFFRACTION,2.0
3RRR,X-RAY DIFFRACTION,2.8
3RRT,X-RAY DIFFRACTION,3.2
3RT3,X-RAY DIFFRACTION,2.0
3RU8,X-RAY DIFFRACTION,2.07
3RWC,X-RAY DIFFRACTION,2.5
3RWD,X-RAY DIFFRACTION,2.6
3RWE,X-RAY DIFFRACTION,2.35
3RWF,X-RAY DIFFRACTION,2.6
3RWG,X-RAY DIFFRACTION,2.09
3RWH,X-RAY DIFFRACTION,2.4
3RWI,X-RAY DIFFRACTION,2.009
3RWJ,X-RAY DIFFRACTION,2.26
3RWN,X-RAY DIFFRACTION,1.0
3RWU,X-RAY DIFFRACTION,2.33
3RY8,X-RAY DIFFRACTION,1.4
3S11,X-RAY DIFFRACTION,2.5
3S12,X-RAY DIFFRACTION,3.1
3S13,X-RAY DIFFRACTION,2.95
3S3M,X-RAY DIFFRACTION,2.49
3S3N,X-RAY DIFFRACTION,2.49
3S3O,X-RAY DIFFRACTION,2.55
3S43,X-RAY DIFFRACTION,1.26
3S45,X-RAY DIFFRACTION,1.51
3S4S,X-RAY DIFFRACTION,2.4
3S53,X-RAY DIFFRACTION,1.5
3S54,X-RAY DIFFRACTION,1.42
3S56,X-RAY DIFFRACTION,1.88
3S6P,X-RAY DIFFRACTION,2.5
3S7V,X-RAY DIFFRACTION,2.55
3S85,X-RAY DIFFRACTION,2.8
3S88,X-RAY DIFFRACTION,3.35
3S9H,X-RAY DIFFRACTION,1.95
3SA3,X-RAY DIFFRACTION,1.65
3SA4,X-RAY DIFFRACTION,1.8
3SA5,X-RAY DIFFRACTION,1.65
3SA6,X-RAY DIFFRACTION,1.75
3SA7,X-RAY DIFFRACTION,1.5
3SA8,X-RAY DIFFRACTION,1.5
3SA9,X-RAY DIFFRACTION,1.7
3SAA,X-RAY DIFFRACTION,1.95
3SAB,X-RAY DIFFRACTION,1.5
3SAC,X-RAY DIFFRACTION,1.5
3SAL,X-RAY DIFFRACTION,1.5
3SAM,X-RAY DIFFRACTION,2.55
3SAN,X-RAY DIFFRACTION,1.6
3SAQ,X-RAY DIFFRACTION,3.5
3SB5,X-RAY DIFFRACTION,2.45
3SB6,X-RAY DIFFRACTION,2.7
3SB8,X-RAY DIFFRACTION,2.65
3SB9,X-RAY DIFFRACTION,2.45
3SBA,X-RAY DIFFRACTION,2.75
3SCX,X-RAY DIFFRACTION,2.35
3SDL,X-RAY DIFFRACTION,2.3
3SDY,X-RAY DIFFRACTION,2.85
3SE8,X-RAY DIFFRACTION,1.895
3SE9,X-RAY DIFFRACTION,2.0
3SEJ,X-RAY DIFFRACTION,3.04
3SFG,X-RAY DIFFRACTION,2.2
3SFU,X-RAY DIFFRACTION,2.5
3SHM,X-RAY DIFFRACTION,3.019
3SI6,X-RAY DIFFRACTION,1.85
3SJJ,X-RAY DIFFRACTION,2.35
3SJV,X-RAY DIFFRACTION,3.1
3SKA,X-RAY DIFFRACTION,1.73
3SKB,X-RAY DIFFRACTION,3.22
3SKE,X-RAY DIFFRACTION,1.97
3SKH,X-RAY DIFFRACTION,2.5
3SKM,X-RAY DIFFRACTION,1.8
3SKO,X-RAY DIFFRACTION,1.6
3SKU,X-RAY DIFFRACTION,4.0
3SLD,X-RAY DIFFRACTION,2.67
3SLN,X-RAY DIFFRACTION,2.841
3SLP,X-RAY DIFFRACTION,2.3
3SLZ,X-RAY DIFFRACTION,1.4
3SM1,X-RAY DIFFRACTION,1.5
3SM2,X-RAY DIFFRACTION,1.75
3SM4,X-RAY DIFFRACTION,1.88
3SN6,X-RAY DIFFRACTION,3.2
3SNN,X-RAY DIFFRACTION,2.0
3SO9,X-RAY DIFFRACTION,2.87
3SPK,X-RAY DIFFRACTION,1.2
3SPV,X-RAY DIFFRACTION,1.3
3SPY,X-RAY DIFFRACTION,2.14
3SPZ,X-RAY DIFFRACTION,2.43
3SQ0,X-RAY DIFFRACTION,2.0
3SQ1,X-RAY DIFFRACTION,1.82
3SQ2,X-RAY DIFFRACTION,2.096
3SQ4,X-RAY DIFFRACTION,2.23
3SQF,X-RAY DIFFRACTION,1.63
3ST5,X-RAY DIFFRACTION,1.45
3SU4,X-RAY DIFFRACTION,2.25
3SUD,X-RAY DIFFRACTION,1.96
3SUE,X-RAY DIFFRACTION,2.2
3SUF,X-RAY DIFFRACTION,2.19
3SUN,X-RAY DIFFRACTION,2.42
3SUO,X-RAY DIFFRACTION,2.23
3SUP,X-RAY DIFFRACTION,2.32
3SUQ,X-RAY DIFFRACTION,3.15
3T11,X-RAY DIFFRACTION,2.22
3T19,X-RAY DIFFRACTION,2.6
3T1A,X-RAY DIFFRACTION,2.4
3T1E,X-RAY DIFFRACTION,3.301
3T3C,X-RAY DIFFRACTION,2.1
3T5N,X-RAY DIFFRACTION,1.787
3T5Q,X-RAY DIFFRACTION,3.0
3TAB,X-RAY DIFFRACTION,2.8
3TAE,X-RAY DIFFRACTION,2.7
3TAF,X-RAY DIFFRACTION,3.0
3TAG,X-RAY DIFFRACTION,2.95
3TAM,X-RAY DIFFRACTION,2.51
3TBI,X-RAY DIFFRACTION,3.0
3TBS,X-RAY DIFFRACTION,2.49
3TBT,X-RAY DIFFRACTION,2.2
3TBV,X-RAY DIFFRACTION,2.1
3TBW,X-RAY DIFFRACTION,2.15
3TBY,X-RAY DIFFRACTION,2.5
3TG6,X-RAY DIFFRACTION,2.82
3TGQ,X-RAY DIFFRACTION,2.77
3TGR,X-RAY DIFFRACTION,2.8
3TGS,X-RAY DIFFRACTION,2.7
3TGT,X-RAY DIFFRACTION,1.9
3TH9,X-RAY DIFFRACTION,1.34
3TI3,X-RAY DIFFRACTION,1.8
3TI4,X-RAY DIFFRACTION,1.6
3TI5,X-RAY DIFFRACTION,1.9
3TI6,X-RAY DIFFRACTION,1.69
3TI8,X-RAY DIFFRACTION,1.6
3TIA,X-RAY DIFFRACTION,1.8
3TIB,X-RAY DIFFRACTION,2.2
3TIC,X-RAY DIFFRACTION,1.89
3TID,X-RAY DIFFRACTION,1.65
3TIE,X-RAY DIFFRACTION,2.25
3TIH,X-RAY DIFFRACTION,4.0
3TJ0,X-RAY DIFFRACTION,3.2
3TKG,X-RAY DIFFRACTION,1.36
3TKW,X-RAY DIFFRACTION,1.55
3TL9,X-RAY DIFFRACTION,1.32
3TOF,X-RAY DIFFRACTION,1.45
3TOG,X-RAY DIFFRACTION,1.24
3TOH,X-RAY DIFFRACTION,1.116
3TS3,X-RAY DIFFRACTION,1.49
3TTP,X-RAY DIFFRACTION,2.2
3TXQ,X-RAY DIFFRACTION,2.8
3TXS,X-RAY DIFFRACTION,1.81
3TYG,X-RAY DIFFRACTION,3.25
3TYQ,X-RAY DIFFRACTION,1.6
3TYV,X-RAY DIFFRACTION,1.65
3U1I,X-RAY DIFFRACTION,2.3
3U1J,X-RAY DIFFRACTION,1.8
3U2S,X-RAY DIFFRACTION,1.8
3U4E,X-RAY DIFFRACTION,2.19
3U4O,X-RAY DIFFRACTION,1.76
3U4R,X-RAY DIFFRACTION,2.0
3U5Z,X-RAY DIFFRACTION,3.5
3U60,X-RAY DIFFRACTION,3.34
3U61,X-RAY DIFFRACTION,3.2
3U7S,X-RAY DIFFRACTION,2.05
3U7Y,X-RAY DIFFRACTION,2.4478
3U82,X-RAY DIFFRACTION,3.164
3UA7,X-RAY DIFFRACTION,1.45
3UAJ,X-RAY DIFFRACTION,3.232
3UB0,X-RAY DIFFRACTION,2.6
3UBE,X-RAY DIFFRACTION,2.15
3UBJ,X-RAY DIFFRACTION,2.25
3UBN,X-RAY DIFFRACTION,2.5
3UBQ,X-RAY DIFFRACTION,2.0
3UC0,X-RAY DIFFRACTION,2.71
3UCB,X-RAY DIFFRACTION,1.38
3UEZ,X-RAY DIFFRACTION,3.4
3UF3,X-RAY DIFFRACTION,1.63
3UHL,X-RAY DIFFRACTION,2.2
3UIA,X-RAY DIFFRACTION,2.0
3UIQ,X-RAY DIFFRACTION,1.879
3UJI,X-RAY DIFFRACTION,1.6
3UJJ,X-RAY DIFFRACTION,2.0
3UPF,X-RAY DIFFRACTION,2.6
3UPH,X-RAY DIFFRACTION,2.0
3UPI,X-RAY DIFFRACTION,2.0
3UPJ,X-RAY DIFFRACTION,2.5
3UPU,X-RAY DIFFRACTION,3.299
3UQS,X-RAY DIFFRACTION,2.0
3UR0,X-RAY DIFFRACTION,2.45
3UR6,X-RAY DIFFRACTION,1.5
3UR9,X-RAY DIFFRACTION,1.65
3UYP,X-RAY DIFFRACTION,1.999
3UYW,X-RAY DIFFRACTION,1.9
3UYX,X-RAY DIFFRACTION,1.8
3UZE,X-RAY DIFFRACTION,2.037
3UZQ,X-RAY DIFFRACTION,1.6
3UZV,X-RAY DIFFRACTION,2.1
3V4I,X-RAY DIFFRACTION,2.798
3V6B,X-RAY DIFFRACTION,3.2
3V6D,X-RAY DIFFRACTION,2.7
3V6Z,X-RAY DIFFRACTION,3.34
3V7A,X-RAY DIFFRACTION,3.297
3V7O,X-RAY DIFFRACTION,2.25
3V81,X-RAY DIFFRACTION,2.85
3VCB,X-RAY DIFFRACTION,2.4
3VCF,X-RAY DIFFRACTION,2.7
3VDX,X-RAY DIFFRACTION,3.0
3VE0,X-RAY DIFFRACTION,3.35
3VE6,X-RAY DIFFRACTION,2.829
3VF5,X-RAY DIFFRACTION,1.25
3VF7,X-RAY DIFFRACTION,1.3
3VFA,X-RAY DIFFRACTION,1.43
3VFB,X-RAY DIFFRACTION,1.55
3VFN,X-RAY DIFFRACTION,1.5
3VFO,X-RAY DIFFRACTION,1.7
3VFP,X-RAY DIFFRACTION,1.7
3VFR,X-RAY DIFFRACTION,1.85
3VJJ,X-RAY DIFFRACTION,3.0
3VNU,X-RAY DIFFRACTION,3.1
3VNV,X-RAY DIFFRACTION,2.6
3VOP,X-RAY DIFFRACTION,2.2
3VQ4,X-RAY DIFFRACTION,1.9
3VQ5,X-RAY DIFFRACTION,1.7
3VQ6,X-RAY DIFFRACTION,1.8
3VQ7,X-RAY DIFFRACTION,1.6
3VQ8,X-RAY DIFFRACTION,1.44
3VQ9,X-RAY DIFFRACTION,1.9
3VQA,X-RAY DIFFRACTION,1.9
3VQB,X-RAY DIFFRACTION,2.1
3VQC,X-RAY DIFFRACTION,2.3
3VQD,X-RAY DIFFRACTION,2.0
3VQE,X-RAY DIFFRACTION,1.7
3VQP,X-RAY DIFFRACTION,2.1
3VQQ,X-RAY DIFFRACTION,2.0
3VQS,X-RAY DIFFRACTION,1.9
3VRL,X-RAY DIFFRACTION,3.2
3VSM,X-RAY DIFFRACTION,1.8
3VSN,X-RAY DIFFRACTION,1.7
3VTO,X-RAY DIFFRACTION,1.44
3VTT,X-RAY DIFFRACTION,1.7
3VUN,X-RAY DIFFRACTION,3.0
3VWS,X-RAY DIFFRACTION,2.1
3VXM,X-RAY DIFFRACTION,2.5
3VXN,X-RAY DIFFRACTION,1.95
3VXO,X-RAY DIFFRACTION,2.6
3VXP,X-RAY DIFFRACTION,2.5
3VXR,X-RAY DIFFRACTION,2.4
3VXS,X-RAY DIFFRACTION,1.8
3VXU,X-RAY DIFFRACTION,2.7
3W0W,X-RAY DIFFRACTION,2.603
3W39,X-RAY DIFFRACTION,3.1
3W9E,X-RAY DIFFRACTION,2.3
3WE1,X-RAY DIFFRACTION,2.27
3WHE,X-RAY DIFFRACTION,4.0
3WL9,X-RAY DIFFRACTION,1.66
3WLB,X-RAY DIFFRACTION,2.0
3WNE,X-RAY DIFFRACTION,1.7
3WNF,X-RAY DIFFRACTION,1.45
3WNG,X-RAY DIFFRACTION,1.75
3WNH,X-RAY DIFFRACTION,1.5
3WOD,X-RAY DIFFRACTION,3.6
3WOF,X-RAY DIFFRACTION,3.298
3WRX,X-RAY DIFFRACTION,2.5
3WRY,X-RAY DIFFRACTION,2.3
3WSJ,X-RAY DIFFRACTION,2.4
3WV0,X-RAY DIFFRACTION,2.3
3WWT,X-RAY DIFFRACTION,2.0
3X13,X-RAY DIFFRACTION,1.8
3X14,X-RAY DIFFRACTION,2.0
3ZBD,X-RAY DIFFRACTION,1.5
3ZCM,X-RAY DIFFRACTION,1.8
3ZDO,X-RAY DIFFRACTION,2.07
3ZDP,X-RAY DIFFRACTION,2.69
3ZED,X-RAY DIFFRACTION,2.2
3ZEZ,X-RAY DIFFRACTION,2.8
3ZF5,X-RAY DIFFRACTION,3.0
3ZF6,X-RAY DIFFRACTION,2.6
3ZL9,X-RAY DIFFRACTION,3.2
3ZLA,X-RAY DIFFRACTION,3.2
3ZNH,X-RAY DIFFRACTION,2.3
3ZNK,X-RAY DIFFRACTION,2.7
3ZNL,X-RAY DIFFRACTION,2.5
3ZNM,X-RAY DIFFRACTION,2.4
3ZP0,X-RAY DIFFRACTION,2.5
3ZP1,X-RAY DIFFRACTION,2.6
3ZP2,X-RAY DIFFRACTION,2.5
3ZP3,X-RAY DIFFRACTION,2.65
3ZP6,X-RAY DIFFRACTION,2.6
3ZPA,X-RAY DIFFRACTION,2.5
3ZPB,X-RAY DIFFRACTION,2.3
3ZPS,X-RAY DIFFRACTION,1.55
3ZPT,X-RAY DIFFRACTION,1.54
3ZPU,X-RAY DIFFRACTION,1.8
3ZSO,X-RAY DIFFRACTION,1.75
3ZSQ,X-RAY DIFFRACTION,1.7
3ZSR,X-RAY DIFFRACTION,1.7
3ZSV,X-RAY DIFFRACTION,1.75
3ZSW,X-RAY DIFFRACTION,1.8
3ZSX,X-RAY DIFFRACTION,1.95
3ZSY,X-RAY DIFFRACTION,2.2
3ZSZ,X-RAY DIFFRACTION,2.0
3ZT0,X-RAY DIFFRACTION,1.95
3ZT1,X-RAY DIFFRACTION,1.75
3ZT2,X-RAY DIFFRACTION,1.7
3ZT3,X-RAY DIFFRACTION,1.95
3ZT4,X-RAY DIFFRACTION,2.2
3ZTJ,X-RAY DIFFRACTION,3.4
3ZTN,X-RAY DIFFRACTION,3.0
3ZX8,ELECTRON MICROSCOPY,N/A
4A0T,X-RAY DIFFRACTION,1.9
4A0U,X-RAY DIFFRACTION,2.0
4A4Q,X-RAY DIFFRACTION,1.8
4A6B,X-RAY DIFFRACTION,1.8
4A6C,X-RAY DIFFRACTION,1.5
4A8F,X-RAY DIFFRACTION,3.3
4A8K,X-RAY DIFFRACTION,2.9
4A8M,X-RAY DIFFRACTION,2.9
4A8O,X-RAY DIFFRACTION,2.67
4A8Q,X-RAY DIFFRACTION,3.0
4A8S,X-RAY DIFFRACTION,2.9
4A8W,X-RAY DIFFRACTION,3.0
4A8Y,X-RAY DIFFRACTION,3.4
4A92,X-RAY DIFFRACTION,2.73
4ADF,X-RAY DIFFRACTION,4.4
4ADG,X-RAY DIFFRACTION,2.18
4ADI,X-RAY DIFFRACTION,1.78
4ADJ,X-RAY DIFFRACTION,1.94
4ADQ,X-RAY DIFFRACTION,4.5
4AH9,X-RAY DIFFRACTION,1.7
4AHR,X-RAY DIFFRACTION,1.9
4AHS,X-RAY DIFFRACTION,1.75
4AHT,X-RAY DIFFRACTION,1.8
4AHU,X-RAY DIFFRACTION,1.9
4AHV,X-RAY DIFFRACTION,1.8
4AKL,X-RAY DIFFRACTION,2.1
4AL8,X-RAY DIFFRACTION,1.55
4ALA,X-RAY DIFFRACTION,1.84
4AM0,X-RAY DIFFRACTION,3.02
4AQF,X-RAY DIFFRACTION,3.1
4ARJ,X-RAY DIFFRACTION,2.6
4ASH,X-RAY DIFFRACTION,1.58
4AVG,X-RAY DIFFRACTION,2.2
4AVL,X-RAY DIFFRACTION,1.87
4AVQ,X-RAY DIFFRACTION,2.1
4AWF,X-RAY DIFFRACTION,2.3
4AWG,X-RAY DIFFRACTION,2.6
4AWH,X-RAY DIFFRACTION,2.05
4B02,X-RAY DIFFRACTION,3.3
4B3O,X-RAY DIFFRACTION,3.3
4B3P,X-RAY DIFFRACTION,4.85
4B3Q,X-RAY DIFFRACTION,5.0
4B3V,X-RAY DIFFRACTION,1.98
4B6E,X-RAY DIFFRACTION,2.45
4B6F,X-RAY DIFFRACTION,2.89
4B71,X-RAY DIFFRACTION,2.5
4B73,X-RAY DIFFRACTION,2.5
4B74,X-RAY DIFFRACTION,2.18
4B75,X-RAY DIFFRACTION,2.53
4B76,X-RAY DIFFRACTION,2.1
4B7M,X-RAY DIFFRACTION,2.5
4B7Q,X-RAY DIFFRACTION,2.73
4B7R,X-RAY DIFFRACTION,1.9
4B8N,X-RAY DIFFRACTION,1.95
4B8O,X-RAY DIFFRACTION,2.08
4BAC,X-RAY DIFFRACTION,3.26
4BBB,X-RAY DIFFRACTION,3.1
4BBC,X-RAY DIFFRACTION,3.1
4BBD,X-RAY DIFFRACTION,3.0
4BBL,ELECTRON MICROSCOPY,N/A
4BDY,X-RAY DIFFRACTION,2.52
4BDZ,X-RAY DIFFRACTION,2.85
4BE0,X-RAY DIFFRACTION,2.68
4BE1,X-RAY DIFFRACTION,2.71
4BE2,X-RAY DIFFRACTION,2.38
4BG7,X-RAY DIFFRACTION,1.9
4BGW,X-RAY DIFFRACTION,2.48
4BGX,X-RAY DIFFRACTION,2.48
4BGY,X-RAY DIFFRACTION,2.68
4BGZ,X-RAY DIFFRACTION,2.68
4BH0,X-RAY DIFFRACTION,2.36
4BH1,X-RAY DIFFRACTION,2.15
4BH2,X-RAY DIFFRACTION,2.12
4BH3,X-RAY DIFFRACTION,2.0
4BH4,X-RAY DIFFRACTION,1.9
4BHH,X-RAY DIFFRACTION,3.4
4BHV,X-RAY DIFFRACTION,1.76
4BKK,ELECTRON MICROSCOPY,N/A
4BLO,X-RAY DIFFRACTION,2.8
4BLP,X-RAY DIFFRACTION,1.7
4BLR,X-RAY DIFFRACTION,1.9
4BLS,X-RAY DIFFRACTION,2.6
4BLT,X-RAY DIFFRACTION,2.4
4BMG,X-RAY DIFFRACTION,3.0
4BOM,ELECTRON MICROSCOPY,N/A
4BQQ,X-RAY DIFFRACTION,2.15
4BSA,X-RAY DIFFRACTION,2.3
4BSB,X-RAY DIFFRACTION,2.35
4BSC,X-RAY DIFFRACTION,2.55
4BSD,X-RAY DIFFRACTION,2.4
4BSE,X-RAY DIFFRACTION,2.55
4BSF,X-RAY DIFFRACTION,2.76
4BSG,X-RAY DIFFRACTION,2.1
4BSH,X-RAY DIFFRACTION,2.25
4BSI,X-RAY DIFFRACTION,2.62
4BXT,X-RAY DIFFRACTION,3.13
4BZ1,X-RAY DIFFRACTION,2.15
4BZ2,X-RAY DIFFRACTION,2.03
4C11,X-RAY DIFFRACTION,2.6
4C3B,X-RAY DIFFRACTION,2.95
4C3D,X-RAY DIFFRACTION,2.52
4C3E,X-RAY DIFFRACTION,2.4
4C53,X-RAY DIFFRACTION,4.14
4C56,X-RAY DIFFRACTION,2.9
4C5Q,X-RAY DIFFRACTION,2.15
4C7L,X-RAY DIFFRACTION,2.1
4C7W,X-RAY DIFFRACTION,2.5
4CB6,X-RAY DIFFRACTION,1.9
4CB7,X-RAY DIFFRACTION,1.85
4CBG,X-RAY DIFFRACTION,2.82
4CBI,X-RAY DIFFRACTION,3.0
4CBL,X-RAY DIFFRACTION,3.05
4CBM,X-RAY DIFFRACTION,3.27
4CC8,ELECTRON MICROSCOPY,N/A
4CCF,X-RAY DIFFRACTION,2.65
4CE9,X-RAY DIFFRACTION,2.1
4CEA,X-RAY DIFFRACTION,1.8
4CEB,X-RAY DIFFRACTION,1.75
4CEC,X-RAY DIFFRACTION,1.75
4CED,X-RAY DIFFRACTION,1.75
4CEE,X-RAY DIFFRACTION,2.1
4CEF,X-RAY DIFFRACTION,1.7
4CEO,X-RAY DIFFRACTION,1.9
4CEQ,X-RAY DIFFRACTION,1.7
4CER,X-RAY DIFFRACTION,1.7
4CES,X-RAY DIFFRACTION,1.85
4CEZ,X-RAY DIFFRACTION,1.7
4CF0,X-RAY DIFFRACTION,1.85
4CF1,X-RAY DIFFRACTION,1.95
4CF2,X-RAY DIFFRACTION,1.95
4CF8,X-RAY DIFFRACTION,1.65
4CF9,X-RAY DIFFRACTION,2.1
4CFA,X-RAY DIFFRACTION,2.05
4CFB,X-RAY DIFFRACTION,1.95
4CFC,X-RAY DIFFRACTION,1.9
4CFD,X-RAY DIFFRACTION,2.15
4CGD,X-RAY DIFFRACTION,2.0
4CGF,X-RAY DIFFRACTION,1.7
4CGG,X-RAY DIFFRACTION,1.75
4CGH,X-RAY DIFFRACTION,1.76
